company_name,idea_date,author,link,excerpt,code,price,market_cap
Spectrum Brands,"THURSDAY, SEP 9, 2021",GLSV,https://valueinvestorsclub.com/idea/Spectrum_Brands/7156594184,"It seems strange to potentially like a stock better AFTER it goes up 17% in a day, however, that could arguably be the case for Spectrum Brands.  Spectrum is clearly ... Read more",Spectrum Brands SPB,93.08,"$3,993mn"
IAC/INTERACTIVECORP,"WEDNESDAY, SEP 8, 2021",skimmer610,https://valueinvestorsclub.com/idea/IACINTERACTIVECORP/1888974787,"Disclaimer: This writeup is for information purpose only, is not investment advice, and is not a recommendation, solicitation, or offer to buy or sell any security. Information contained in this document ... Read more",IAC/INTERACTIVECORP IAC,131.62,"$11,741mn"
THUNDERBIRD ENTERTAINMENT GR,"WEDNESDAY, SEP 8, 2021",andrew152,https://valueinvestorsclub.com/idea/THUNDERBIRD_ENTERTAINMENT_GR/9966051929,"Thunderbird is a modest risk, modest reward play in the Canadian entertainment industry. Thunderbird Entertainment is a content creator based in Vancouver and Los Angeles which licenses and sells proprietary programs ... Read more",THUNDERBIRD ENTERTAINMENT GR TBRD.,4.40,$220mn
ALIBABA GROUP HLDG,"WEDNESDAY, SEP 8, 2021",Lincott,https://valueinvestorsclub.com/idea/ALIBABA_GROUP_HLDG/4778227142,"Alibaba hasn’t been written up in 2.5 years. In the meantime, the shares are down 45% from their peak of $307 in October 2020. Alibaba grew revenue 30% last year ... Read more",ALIBABA GROUP HLDG BABA,170.00,$468mn
GTT COMMUNICATIONS INC,"WEDNESDAY, SEP 8, 2021",todd1123,https://valueinvestorsclub.com/idea/GTT_COMMUNICATIONS_INC/3866769756,"GTT TL provides an attractive risk / reward with asymmetric skew and a path to >35% IRR over the next 12-months. As noted in previous threads, GTT filed its RSA ... Read more",GTT COMMUNICATIONS INC GTTN,89.00,$220mn
KALEYRA INC,"TUESDAY, SEP 7, 2021",jwilliam903,https://valueinvestorsclub.com/idea/KALEYRA_INC/0344614498,Kaleyra (KLR) provides the opportunity to buy a fast-growing company in a space full of strong secular drivers at a compelling valuation.  The stock is a double+ from current levels.  ... Read more,KALEYRA INC KLR,12.84,$584mn
INSMED INC,"MONDAY, SEP 6, 2021",zbeex,https://valueinvestorsclub.com/idea/INSMED_INC/2514760594,Insmed (INSM) - compelling risk/reward  We are long Insmed. Insmed is viewed by the market as a pure biotech when really it is both a pharma and a biotech. The stock ... Read more,INSMED INC INSM,28.51,"$3,350mn"
Avid Technology,"MONDAY, SEP 6, 2021",paulallen,https://valueinvestorsclub.com/idea/Avid_Technology/7249849047,Set-up / Thesis Business description – Avid is a small software-led technology company that has a dominant franchise in audio recording and post-production (Pro Tools) and strong market share in professional ... Read more,Avid Technology AVID,25.72,"$1,200mn"
BALLYS CORP,"FRIDAY, SEP 3, 2021",ahnuld,https://valueinvestorsclub.com/idea/BALLYS_CORP/8906623747,Bally’s is in the final stages of closing what is a merger of equals with Gamesys group (GYS:LON) out of the UK. As a long time shareholder of Gamesys group ... Read more,BALLYS CORP BALY,48.00,"$3,140mn"
KRISPY KREME INC,"FRIDAY, SEP 3, 2021",deerwood,https://valueinvestorsclub.com/idea/KRISPY_KREME_INC/7649145186,"INVESTMENT THESIS & CATALYSTS          Krispy Kreme, Inc. (“DNUT” or the “Company”) went public in July after five years of being held privately by JAB Holding Company. JAB are solid operators ... Read more",KRISPY KREME INC DNUT,16.75,"$2,799mn"
Plus500,"FRIDAY, SEP 3, 2021",avahaz,https://valueinvestorsclub.com/idea/Plus500/5585479211,"This is a follow on from our Plus500 write-up 2 years ago. Although the shares have since doubled and including dividends provided a total return of nearly 150%, we believe ... Read more",Plus500 PLUS,14.10,"$2,000mn"
SAIC,"THURSDAY, SEP 2, 2021",straw1023,https://valueinvestorsclub.com/idea/SAIC/3936356846,"SAIC is a tortoise in a hare's world. It trades at 10x FCF and offers high-quality, non-cyclical cash flow, and 4-5% organic growth. Even without a multiple re-rating, it should ... Read more",SAIC SAIC,84.50,"$4,960mn"
Countryside Properties,"WEDNESDAY, SEP 1, 2021",trev62,https://valueinvestorsclub.com/idea/Countryside_Properties/4386652255,"Countryside is a high-quality, growing business that we think can compound at 20% or more for the next decade.  After a push from activist investors, Countryside recently announced a gradual ... Read more",Countryside Properties CSP,5.55,"$3,988mn"
FRONTIER COMMUNIC PARENT INC,"WEDNESDAY, SEP 1, 2021",Den1200,https://valueinvestorsclub.com/idea/FRONTIER_COMMUNIC_PARENT_INC/2558282107,FYBR is a post bk situation that comes with lack of institutional interest and with significant ex-bond holder overhang. Overtime I expect this to abate. Also given the market cap ... Read more,FRONTIER COMMUNIC PARENT INC FYBR,29.19,"$7,134mn"
TABLE TRAC INC,"WEDNESDAY, SEP 1, 2021",anton613,https://valueinvestorsclub.com/idea/TABLE_TRAC_INC/3447957394,"One of our investment  strategies is to find safer, less risky, investments that allow us to participate in strong growth areas in an indirect manner. With states and municipalities strapped for cash, there has been ... Read more",TABLE TRAC INC TBTC,3.55,$16mn
Monmouth Real Estate Investment Corporation,"WEDNESDAY, SEP 1, 2021",abra399,https://valueinvestorsclub.com/idea/Monmouth_Real_Estate_Investment_Corporation/8083399308,"Monmouth Realty shareholders recently rejected the cash/stock acquisition of the company by EQC at $19. Since EQC made their offer in May 2021, cap rates for industrial REITs have declined ... Read more",Monmouth Real Estate Investment Corporation MNR,19.01,"$1,869mn"
PARTY CITY HOLDCO INC,"WEDNESDAY, SEP 1, 2021",Whiplight,https://valueinvestorsclub.com/idea/PARTY_CITY_HOLDCO_INC/8219225575,Background   Party City is a retailer based in the United States that is a vertically integrated producer and seller of party supplies. The company currently has 749 corporate owned stores and approximately ... Read more,PARTY CITY HOLDCO INC PRTY,6.73,$753mn
ALTISOURCE ASSET MGMT CORP,"WEDNESDAY, SEP 1, 2021",Extreme-mispricings,https://valueinvestorsclub.com/idea/ALTISOURCE_ASSET_MGMT_CORP/6577489352,"AAMC has been covered well by TheEnterprising a while back, I have loosely followed the situation for a few years and believe now is the time. AAMC – Altisource Asset Management ... Read more",ALTISOURCE ASSET MGMT CORP AAMC,21.00,$42mn
Creightons Plc,"TUESDAY, AUG 31, 2021",spike945,https://valueinvestorsclub.com/idea/Creightons_Plc/5784825424,"Fair warning, this is a PA idea at best, £80mm market cap trades about £100k/day. Tl;dr: microcap personal goods compounder at a reasonable multiple, run by a team with a ... Read more",Creightons Plc CRL LN,106.00,$80mn
SPROUTS FARMERS MARKET,"MONDAY, AUG 30, 2021",ValueGuy,https://valueinvestorsclub.com/idea/SPROUTS_FARMERS_MARKET/5610336186,"Summary Thesis & Recommendation. SFM is a healthy grocer trading near all-time low multiples despite a leading growth/margin profile, strong balance sheet, and a plan to profitably grow store count ... Read more",SPROUTS FARMERS MARKET SFM,24.65,"$2,838mn"
Gulf Finance LLC,"MONDAY, AUG 30, 2021",todd1123,https://valueinvestorsclub.com/idea/Gulf_Finance_LLC/9590807855,Brief write-up as Gulf Finance (Gulfin) is a private issuer (MS is the agent for more information) and not suitable for larger funds as most of the supply is already ... Read more,Gulf Finance LLC GULFIN L + 525 TL,85.00,$800mn
PHILIP MORRIS INTERNATIONAL,"SUNDAY, AUG 29, 2021",StaminaVIC,https://valueinvestorsclub.com/idea/PHILIP_MORRIS_INTERNATIONAL/1904942980,Elevator Pitch PM has the potential to generate a 75% return in the next 2 years as organic revenue and EPS growth accelerate.  IQoS (heat not burn cigarette alternative) is a ... Read more,PHILIP MORRIS INTERNATIONAL PM,102.00,"$159,120mn"
CONDUENT INC,"SUNDAY, AUG 29, 2021",maggie1002,https://valueinvestorsclub.com/idea/CONDUENT_INC/1554578562,I am recommending Conduent (“CNDT” or the “Company”) as a long investment with 50% or more upside in two years or less.   Conduent is one of the largest business process services ... Read more,CONDUENT INC CNDT,7.12,"$1,514mn"
Dogus Otomotiv,"SATURDAY, AUG 28, 2021",gemintherough,https://valueinvestorsclub.com/idea/Dogus_Otomotiv/4670110614,"The virtually unanimous consensus is that Turkey is a bankrupt autocracy in a permanent state of economic crisis. However, Turkey’s real GDP growth last year was 1.8%, and this year ... Read more",Dogus Otomotiv DOAS:TI,27.10,$714mn
PENN NATIONAL GAMING INC,"FRIDAY, AUG 27, 2021",shoobity,https://valueinvestorsclub.com/idea/PENN_NATIONAL_GAMING_INC/0031275968,"Penn National Gaming (NASDAQ: PENN)   Business Overview: Penn National Gaming owns and operates gaming and racing assets across the United States, currently totaling 42 properties in 20 states. Their core business ... Read more",PENN NATIONAL GAMING INC PENN,83.43,"$13,103mn"
SOFTBANK GROUP CORP,"THURSDAY, AUG 26, 2021",abcd1234,https://valueinvestorsclub.com/idea/SOFTBANK_GROUP_CORP/5832350883,I think now is a compelling time to buy SFTBY.  The company was last written up by rhianik in Feb 2020 and I would suggest starting by reading that.  I ... Read more,SOFTBANK GROUP CORP SFTBY,28.02,"$96,500mn"
NAUTILUS INC,"THURSDAY, AUG 26, 2021",treetop333,https://valueinvestorsclub.com/idea/NAUTILUS_INC/3798811315,Nautilus (NLS) is a pandemic beneficiary that is -30% YTD and -60% from its February highs on excessive fears over what normalized earnings might look like post-COVID. It’s also an ... Read more,NAUTILUS INC NLS,12.25,$400mn
ARMSTRONG FLOORING INC,"WEDNESDAY, AUG 25, 2021",uncleM,https://valueinvestorsclub.com/idea/ARMSTRONG_FLOORING_INC/7660265432,"A bit of a quick hitter here, but after the recent decline, Armstrong Flooring, Inc. (AFI) offers a potentially timely entry point for investors willing to look to next year ... Read more",ARMSTRONG FLOORING INC AFI,3.73,$83mn
KERRY GROUP PLC,"WEDNESDAY, AUG 25, 2021",investor8888,https://valueinvestorsclub.com/idea/KERRY_GROUP_PLC/9895934161,Overall: Kerry Group’s recently announced portfolio transformation should cause a substantial re-rating towards GIVN/ingredient peer multiples as investors will be forced to value KYGA as a pure play ingredients company ... Read more,KERRY GROUP PLC KYGA ID,123.65,"$25,711mn"
BASSETT FURNITURE INDS,"WEDNESDAY, AUG 25, 2021",TallGuy,https://valueinvestorsclub.com/idea/BASSETT_FURNITURE_INDS/8702900441,Executive Summary Bassett is a vertically integrated furniture manufacturer. We believe current macro tailwinds for housing and furniture demand will persist providing sustainable demand for Bassett’s products. The Company continues to ... Read more,BASSETT FURNITURE INDS BSET,21.50,$211mn
Europris,"WEDNESDAY, AUG 25, 2021",Barong,https://valueinvestorsclub.com/idea/Europris/3201956737,"EUROPRIS (EPR NO Equity)   A solid company with an impressive track record I will keep this write-up short and sweet: Europris is a cheap, growing quality retailer (of mostly lower quality items) ... Read more",Europris EPR,60.15,"$10,043mn"
VEF AB,"TUESDAY, AUG 24, 2021",perspicar744,https://valueinvestorsclub.com/idea/VEF_AB/6175430955,VEF AB – VEFAB SS  - SEK   4.49 … VEF AB owns a collection of growth stage private FinTech companies in emerging markets.  Think of these as a diverse collection of ... Read more,VEF AB VEFAB SS,4.49,$520mn
Coinshares,"TUESDAY, AUG 24, 2021",hbomb5,https://valueinvestorsclub.com/idea/Coinshares/1353890185,"CoinShares All numbers unless indicated differently are expressed in GBP, which is the functional currency of the company   CoinShares (CS.ST, hereon “CS”) listed in Sweden (Nordic Nasdaq) is one of the few ... Read more",Coinshares CS.ST,75.00,$418mn
SUNCOR ENERGY INC,"TUESDAY, AUG 24, 2021",crestone,https://valueinvestorsclub.com/idea/SUNCOR_ENERGY_INC/9121008200,"Suncor is the largest integrated energy producer in Canada. The stock offers over 100% upside to fair value today, assuming WTI oil prices of $55. It has excellent downside protection, with ... Read more",SUNCOR ENERGY INC SU,23.16,"$34,530mn"
CD Projekt SA,"MONDAY, AUG 23, 2021",JB824,https://valueinvestorsclub.com/idea/CD_Projekt_SA/3334574255,I recommend selling short shares of CD Projekt (CDR). The stock’s valuation is simply too expensive for a company whose business model is more akin to a traditional cyclical than ... Read more,CD Projekt SA CDR,165.22,"$4,265mn"
MDA LTD,"SUNDAY, AUG 22, 2021",andrew152,https://valueinvestorsclub.com/idea/MDA_LTD/4564150881,"MDA represents a modest risk, modest reward opportunity for investors looking to participate in the space sector. MDA trades at 11.7x FY 2022 EBITDA vs its peer group at 16-17x. ... Read more",MDA LTD MDA.,16.42,"$2,067mn"
Take Two Interactive Software,"FRIDAY, AUG 20, 2021",leob710,https://valueinvestorsclub.com/idea/Take_Two_Interactive_Software/5820632664,"Summary At its current price, Take-Two Interactive (“TTWO” or “the Company”) represents a compelling opportunity to invest in a company with significant secular tailwinds and a strong margin of safety against ... Read more",Take Two Interactive Software TTWO,160.00,"$18,640mn"
Khazatomprom,"THURSDAY, AUG 19, 2021",SwissBear,https://valueinvestorsclub.com/idea/Khazatomprom/5165324960,"The most overlooked ESG investment is currently the uranium sector. In a world that is de-carbonizing, there needs to be a carbon-free baseload power complement to wind and solar power. ... Read more",Khazatomprom kap,23.35,"$6,000mn"
On24,"THURSDAY, AUG 19, 2021",tyro,https://valueinvestorsclub.com/idea/On24/8077847664,"ON24 is a cloud-based video platform that helps businesses convert audience engagement into revenue. The company IPOed early this year in a very different market at 14x revenue, and after ... Read more",On24 ONTF,19.80,"$1,080mn"
LOGITECH INTERNATIONAL SA,"WEDNESDAY, AUG 18, 2021",Houdini,https://valueinvestorsclub.com/idea/LOGITECH_INTERNATIONAL_SA/7939222837,"LOGI Short Thesis In recent weeks, many “covid-winners” have sold off aggressively post earnings as growth expectations have been tempered with a more normalized operating environment and challenging comps. Examples of ... Read more",LOGITECH INTERNATIONAL SA LOGI,105.48,"$18,260mn"
RENT-A-CENTER INC,"WEDNESDAY, AUG 18, 2021",bigvic,https://valueinvestorsclub.com/idea/RENT-A-CENTER_INC/7941385695,"SUMMARY Rent-A-Center (“RCII”) is NOT the company you remember from 2015 (when last posted on VIC).  Following its acquisition of Acima in February 2021, RCII has completely transformed into a valuable ... Read more",RENT-A-CENTER INC RCII,60.50,"$4,104mn"
GAIA INC,"WEDNESDAY, AUG 18, 2021",droppe,https://valueinvestorsclub.com/idea/GAIA_INC/1029615853,"Although pitched a few months ago by mm202, Gaia (NASDAQ: GAIA) is by far my best idea. Gaia is a vertical streaming platform serving an unmet need, with little competition, ... Read more",GAIA INC GAIA,9.84,$185mn
MAGNACHIP SEMICONDUCTOR CORP,"WEDNESDAY, AUG 18, 2021",rjm59,https://valueinvestorsclub.com/idea/MAGNACHIP_SEMICONDUCTOR_CORP/1395263317,Magnachip is not a new name to this board. There have been a series of writeups that have tracked this name from as low as $4 several years ago. Aviaclara ... Read more,MAGNACHIP SEMICONDUCTOR CORP MX,18.65,$867mn
Megacable Holdings,"TUESDAY, AUG 17, 2021",miser861,https://valueinvestorsclub.com/idea/Megacable_Holdings/5450997592,"Megacable has been written up here twice. Each of these writeups provides great background and other information, and is highly recommended reading. While subscribers, revenue, and EBITDA have improved every ... Read more",Megacable Holdings MEGACPO,69.00,"$59,000mn"
