company_name,idea_date,author,link,excerpt,code,price,market_cap
CANADIAN TIRE CORP -CL A,"SUNDAY, NOV 19, 2017",chatham123,https://valueinvestorsclub.com/idea/CANADIAN_TIRE_CORP__-CL_A/7648904509,"Canadian Tire is a short. Canadian retail faces the same challenges as US retail, though they are only a few years behind. With the name trading at a 3% FCF ... Read more",CANADIAN TIRE CORP -CL A CTC.A,161.37,"$11,014mn"
General Motors,"SUNDAY, NOV 19, 2017",hbomb5,https://valueinvestorsclub.com/idea/General_Motors/7142952287,"GM INVESTMENT SUMMARY   General Motors has received considerable attention this year and is up 20% ytd, but the stock is still significantly undervalued. I will layout a roadmap for GM’s stock ... Read more",General Motors GM,43.88,"$64,591mn"
OCERA THERAPEUTICS INC,"SUNDAY, NOV 19, 2017",huqiu,https://valueinvestorsclub.com/idea/OCERA_THERAPEUTICS_INC/6861128382,Summary Ocera Therapeutics (“OCRX”) is an interesting event-driven situation where one can create a cheap option to make 1.3-4.0x one’s money on the contingent value right (“CVR”) in the next 12-24 ... Read more,OCERA THERAPEUTICS INC OCRX,1.77,$47mn
AAC HOLDINGS INC,"SATURDAY, NOV 18, 2017",roc924,https://valueinvestorsclub.com/idea/AAC_HOLDINGS_INC/0037044819,"AAC Holdings, Inc. (AAC- $9.82) provides inpatient and outpatient substance abuse treatment at 10 residential,18 outpatient and 4 sober living facilities, which are located in 8 states. AAC grew rapidly ... Read more",AAC HOLDINGS INC AAC,9.82,$236mn
BANK OF THE OZARKS,"FRIDAY, NOV 17, 2017",beep899,https://valueinvestorsclub.com/idea/BANK_OF_THE_OZARKS/1475057955,"Bank of the Ozarks (ORZK) is a $5.5 billion market cap commercial real estate driven bank based in Little Rock, AK. The bank differentiates itself from peers and brings in business ... Read more",BANK OF THE OZARKS OZRK,44.10,"$5,653mn"
BBX CAPITAL CORPORATION,"FRIDAY, NOV 17, 2017",hkup881,https://valueinvestorsclub.com/idea/BBX_CAPITAL_CORPORATION/2518933885,Let me start with a mea culpa as I wanted to get this out fast while there is still this opportunity and the accounting here is beyond complex as you pull ... Read more,BBX CAPITAL CORPORATION BBX,7.40,$755mn
GODADDY INC,"FRIDAY, NOV 17, 2017",Fletch,https://valueinvestorsclub.com/idea/GODADDY_INC/5393835593,"Company Description   GoDaddy Inc. (“GDDY”) operates the world's largest domain marketplace, where its customers can find the “digital real estate” matching their idea. GDDY provides website building, hosting and security tools ... Read more",GODADDY INC GDDY,49.33,"$8,910mn"
SANDERSON FARMS INC,"THURSDAY, NOV 16, 2017",Siren81,https://valueinvestorsclub.com/idea/SANDERSON_FARMS_INC/5070832186,Thesis Summary â–  SAFM is over-earning due to unsustainably high processing margins â–  There is some evidence that supply is growing enough to drive down margins â–  Fair value on mid-cycle earnings is ... Read more,SANDERSON FARMS INC SAFM,165.00,"$3,752mn"
FAMOUS DAVES OF AMERICA INC,"THURSDAY, NOV 16, 2017",otto695,https://valueinvestorsclub.com/idea/FAMOUS_DAVES_OF_AMERICA_INC/1742629534,"DAVE is a casual dining, BBQ-themed restaurant concept. I am posting this idea as an interesting turnaround situation. Given short interest, there should also be strong short-term positive trading dynamics ... Read more",FAMOUS DAVES OF AMERICA INC DAVE,4.70,$35mn
ALTICE USA INC,"WEDNESDAY, NOV 15, 2017",regency435,https://valueinvestorsclub.com/idea/ALTICE_USA_INC/0272268223,"Altice USA Inc. (ATUS-$20.26) Shares O/S: 740 million Market Cap: $15 billion Net debt: $21.1 billion EV: $36.1 billion 52 Week Hi-Lo: $18.73 – $35.29   We recommend purchase of Altice USA, Inc (70% owned by Netherlands ... Read more",ALTICE USA INC ATUS,20.26,"$15,000mn"
Bravo Brio Restaurant Group,"WEDNESDAY, NOV 15, 2017",dd12,https://valueinvestorsclub.com/idea/Bravo_Brio_Restaurant_Group/7395006256,"Suitable for small funds or PAs.   Bravo Brio Restaurant Group (BBRG) was presented by SlackTide on March 10, 2017, so this will be brief.  I don’t love the idea of re-submissions ... Read more",Bravo Brio Restaurant Group BBRG,2.30,$35mn
Yoox Net A Porter Group,"TUESDAY, NOV 14, 2017",jls,https://valueinvestorsclub.com/idea/Yoox_Net_A_Porter_Group/3383129755,Recommendation   Yoox Net-a-Porter (YNAP) is a global online retailer of luxury goods with EUR 2Bn in sales and over 2.9MM active customers worldwide. The Company owns and operates a range of ... Read more,Yoox Net A Porter Group YNAP,28.68,"$3,751mn"
HTC,"TUESDAY, NOV 14, 2017",mike126,https://valueinvestorsclub.com/idea/HTC/7977997043,"Pro forma for the near-term completion of the recent Google deal, HTC is trading at an EV of just US$100m (TWD 3b).  It is true that the company has been ... Read more",HTC 2498,64.60,"$53,071mn"
AAC HOLDINGS INC,"TUESDAY, NOV 14, 2017",roc924,https://valueinvestorsclub.com/idea/AAC_HOLDINGS_INC/0037044819,"AAC Holdings, Inc. (AAC- $9.82) provides inpatient and outpatient substance abuse treatment at 10 residential,18 outpatient and 4 sober living facilities, which are located in 8 states. AAC grew rapidly ... Read more",AAC HOLDINGS INC AAC,9.82,$236mn
BANK OF THE OZARKS,"FRIDAY, NOV 17, 2017",beep899,https://valueinvestorsclub.com/idea/BANK_OF_THE_OZARKS/1475057955,"Bank of the Ozarks (ORZK) is a $5.5 billion market cap commercial real estate driven bank based in Little Rock, AK. The bank differentiates itself from peers and brings in business ... Read more",BANK OF THE OZARKS OZRK,44.10,"$5,653mn"
BBX CAPITAL CORPORATION,"FRIDAY, NOV 17, 2017",hkup881,https://valueinvestorsclub.com/idea/BBX_CAPITAL_CORPORATION/2518933885,Let me start with a mea culpa as I wanted to get this out fast while there is still this opportunity and the accounting here is beyond complex as you pull ... Read more,BBX CAPITAL CORPORATION BBX,7.40,$755mn
GODADDY INC,"FRIDAY, NOV 17, 2017",Fletch,https://valueinvestorsclub.com/idea/GODADDY_INC/5393835593,"Company Description   GoDaddy Inc. (“GDDY”) operates the world's largest domain marketplace, where its customers can find the “digital real estate” matching their idea. GDDY provides website building, hosting and security tools ... Read more",GODADDY INC GDDY,49.33,"$8,910mn"
SANDERSON FARMS INC,"THURSDAY, NOV 16, 2017",Siren81,https://valueinvestorsclub.com/idea/SANDERSON_FARMS_INC/5070832186,Thesis Summary â–  SAFM is over-earning due to unsustainably high processing margins â–  There is some evidence that supply is growing enough to drive down margins â–  Fair value on mid-cycle earnings is ... Read more,SANDERSON FARMS INC SAFM,165.00,"$3,752mn"
FAMOUS DAVES OF AMERICA INC,"THURSDAY, NOV 16, 2017",otto695,https://valueinvestorsclub.com/idea/FAMOUS_DAVES_OF_AMERICA_INC/1742629534,"DAVE is a casual dining, BBQ-themed restaurant concept. I am posting this idea as an interesting turnaround situation. Given short interest, there should also be strong short-term positive trading dynamics ... Read more",FAMOUS DAVES OF AMERICA INC DAVE,4.70,$35mn
ALTICE USA INC,"WEDNESDAY, NOV 15, 2017",regency435,https://valueinvestorsclub.com/idea/ALTICE_USA_INC/0272268223,"Altice USA Inc. (ATUS-$20.26) Shares O/S: 740 million Market Cap: $15 billion Net debt: $21.1 billion EV: $36.1 billion 52 Week Hi-Lo: $18.73 – $35.29   We recommend purchase of Altice USA, Inc (70% owned by Netherlands ... Read more",ALTICE USA INC ATUS,20.26,"$15,000mn"
Bravo Brio Restaurant Group,"WEDNESDAY, NOV 15, 2017",dd12,https://valueinvestorsclub.com/idea/Bravo_Brio_Restaurant_Group/7395006256,"Suitable for small funds or PAs.   Bravo Brio Restaurant Group (BBRG) was presented by SlackTide on March 10, 2017, so this will be brief.  I don’t love the idea of re-submissions ... Read more",Bravo Brio Restaurant Group BBRG,2.30,$35mn
Yoox Net A Porter Group,"TUESDAY, NOV 14, 2017",jls,https://valueinvestorsclub.com/idea/Yoox_Net_A_Porter_Group/3383129755,Recommendation   Yoox Net-a-Porter (YNAP) is a global online retailer of luxury goods with EUR 2Bn in sales and over 2.9MM active customers worldwide. The Company owns and operates a range of ... Read more,Yoox Net A Porter Group YNAP,28.68,"$3,751mn"
HTC,"TUESDAY, NOV 14, 2017",mike126,https://valueinvestorsclub.com/idea/HTC/7977997043,"Pro forma for the near-term completion of the recent Google deal, HTC is trading at an EV of just US$100m (TWD 3b).  It is true that the company has been ... Read more",HTC 2498,64.60,"$53,071mn"
COCA-COLA BTLNG CONS,"MONDAY, NOV 13, 2017",UCB1868,https://valueinvestorsclub.com/idea/COCA-COLA_BTLNG_CONS/6915655414,Note: A bullish report on COKE was posted last year by LimitedDownside. More information on the company can be found in that report. Summary: Coca-Cola Bottling Co. Consolidated (Symbol: COKE) ... Read more,COCA-COLA BTLNG CONS COKE,202.12,"$1,900mn"
Billing Services Group Limited,"MONDAY, NOV 13, 2017",lendario,https://valueinvestorsclub.com/idea/Billing_Services_Group_Limited/9250876884,"Summary Billing Services Group Limited (“BSGL”) is a micro-cap with market cap of £6.7m ($8.7m, note that they are listed in GBP but report in USD), 73% free float and average ... Read more",Billing Services Group Limited BILL,2.38,$9mn
CRAWFORD & CO,"MONDAY, NOV 13, 2017",AAMD,https://valueinvestorsclub.com/idea/CRAWFORD_andamp%3B_CO/7477900430,Recommending long position in Crawford & Company Class A shares (NYSE:CRD.A) with a 3-year price target of $23 (+42% IRR / 3.0x MoM) based on 8x ‘20E EBITDA   Please click on ... Read more,CRAWFORD & CO CRD.A,7.50,$424mn
MONSANTO CO,"SUNDAY, NOV 12, 2017",virtualodin,https://valueinvestorsclub.com/idea/MONSANTO_CO/7899982094,"Monsanto is a risk arb which offers a nice risk-adjusted return today, with a decent absolute P&L opportunity over a realatively short duration and simple technical dynamics which explain the ... Read more",MONSANTO CO MON,118.30,"$52,076mn"
LLOYDS BANKING GROUP PLC,"SUNDAY, NOV 12, 2017",virtualodin,https://valueinvestorsclub.com/idea/LLOYDS_BANKING_GROUP_PLC/5553864343,"""Because leverage of 20:1 magnifies the effects of managerial strengths and weaknesses, we have no interest in purchasing shares of a poorly managed bank at a “cheap” price. Instead, our ... Read more",LLOYDS BANKING GROUP PLC LLOY LN,0.67,$63mn
MERITAGE HOSPITALITY GROUP,"SATURDAY, NOV 11, 2017",chatham123,https://valueinvestorsclub.com/idea/MERITAGE_HOSPITALITY_GROUP/9121649234,Meritage Hospitality Group (MHGU) is a $119mm mkt cap franchisee of Wendy's restaurants and at the current levels offers a better than 16% IRR over the next 3 years or ... Read more,MERITAGE HOSPITALITY GROUP MHGU,19.50,$119mn
Unifirst,"SATURDAY, NOV 11, 2017",falcon44,https://valueinvestorsclub.com/idea/Unifirst/4809279506,"UNF: Transformational oligopoly market structure emerging, new CEO, ~20%+ upside to Consensus FY 2019E EBITDA, 36-58% 1-year share price upside, 54-78% 2-year share price upside, ~100%+ 2-year upside in the ... Read more",Unifirst UNF,149.80,"$3,037mn"
Granite Point Mortgage Trust,"FRIDAY, NOV 10, 2017",mrmgr,https://valueinvestorsclub.com/idea/Granite_Point_Mortgage_Trust/5499057641,GPMT is a special situation that is trading off for purely technical reasons (recent spin-off). After the shareholder base turns over this should trade up ~10%-20% and in the interim ... Read more,Granite Point Mortgage Trust GPMT,17.68,$764mn
Fibra Uno,"FRIDAY, NOV 10, 2017",jim211,https://valueinvestorsclub.com/idea/Fibra_Uno/1415710933,"In a market without many clearly undervalued stocks anywhere in the world, Fibra Uno looks as good as anything available.  It is an industry leader, cheap, with catalysts, the balance ... Read more",Fibra Uno FUNO11-MEX,30.02,"$5,900mn"
COCA-COLA BTLNG CONS,"MONDAY, NOV 13, 2017",UCB1868,https://valueinvestorsclub.com/idea/COCA-COLA_BTLNG_CONS/6915655414,Note: A bullish report on COKE was posted last year by LimitedDownside. More information on the company can be found in that report. Summary: Coca-Cola Bottling Co. Consolidated (Symbol: COKE) ... Read more,COCA-COLA BTLNG CONS COKE,202.12,"$1,900mn"
Billing Services Group Limited,"MONDAY, NOV 13, 2017",lendario,https://valueinvestorsclub.com/idea/Billing_Services_Group_Limited/9250876884,"Summary Billing Services Group Limited (“BSGL”) is a micro-cap with market cap of £6.7m ($8.7m, note that they are listed in GBP but report in USD), 73% free float and average ... Read more",Billing Services Group Limited BILL,2.38,$9mn
CRAWFORD & CO,"MONDAY, NOV 13, 2017",AAMD,https://valueinvestorsclub.com/idea/CRAWFORD_andamp%3B_CO/7477900430,Recommending long position in Crawford & Company Class A shares (NYSE:CRD.A) with a 3-year price target of $23 (+42% IRR / 3.0x MoM) based on 8x ‘20E EBITDA   Please click on ... Read more,CRAWFORD & CO CRD.A,7.50,$424mn
MONSANTO CO,"SUNDAY, NOV 12, 2017",virtualodin,https://valueinvestorsclub.com/idea/MONSANTO_CO/7899982094,"Monsanto is a risk arb which offers a nice risk-adjusted return today, with a decent absolute P&L opportunity over a realatively short duration and simple technical dynamics which explain the ... Read more",MONSANTO CO MON,118.30,"$52,076mn"
LLOYDS BANKING GROUP PLC,"SUNDAY, NOV 12, 2017",virtualodin,https://valueinvestorsclub.com/idea/LLOYDS_BANKING_GROUP_PLC/5553864343,"""Because leverage of 20:1 magnifies the effects of managerial strengths and weaknesses, we have no interest in purchasing shares of a poorly managed bank at a “cheap” price. Instead, our ... Read more",LLOYDS BANKING GROUP PLC LLOY LN,0.67,$63mn
MERITAGE HOSPITALITY GROUP,"SATURDAY, NOV 11, 2017",chatham123,https://valueinvestorsclub.com/idea/MERITAGE_HOSPITALITY_GROUP/9121649234,Meritage Hospitality Group (MHGU) is a $119mm mkt cap franchisee of Wendy's restaurants and at the current levels offers a better than 16% IRR over the next 3 years or ... Read more,MERITAGE HOSPITALITY GROUP MHGU,19.50,$119mn
Unifirst,"SATURDAY, NOV 11, 2017",falcon44,https://valueinvestorsclub.com/idea/Unifirst/4809279506,"UNF: Transformational oligopoly market structure emerging, new CEO, ~20%+ upside to Consensus FY 2019E EBITDA, 36-58% 1-year share price upside, 54-78% 2-year share price upside, ~100%+ 2-year upside in the ... Read more",Unifirst UNF,149.80,"$3,037mn"
Granite Point Mortgage Trust,"FRIDAY, NOV 10, 2017",mrmgr,https://valueinvestorsclub.com/idea/Granite_Point_Mortgage_Trust/5499057641,GPMT is a special situation that is trading off for purely technical reasons (recent spin-off). After the shareholder base turns over this should trade up ~10%-20% and in the interim ... Read more,Granite Point Mortgage Trust GPMT,17.68,$764mn
Fibra Uno,"FRIDAY, NOV 10, 2017",jim211,https://valueinvestorsclub.com/idea/Fibra_Uno/1415710933,"In a market without many clearly undervalued stocks anywhere in the world, Fibra Uno looks as good as anything available.  It is an industry leader, cheap, with catalysts, the balance ... Read more",Fibra Uno FUNO11-MEX,30.02,"$5,900mn"
Diasorin,"FRIDAY, NOV 10, 2017",yarak775,https://valueinvestorsclub.com/idea/Diasorin/9534618500,"Diasorin (DIA IM) is an old-line diagnostics business that manufacturers equipment and reusable consumables for the blood diagnostics industry.  Historically, the company generated almost all of its earnings from a ... Read more",Diasorin DIA IM,73.10,"$4,070mn"
eDreams ODIGEO,"FRIDAY, NOV 10, 2017",vbs214,https://valueinvestorsclub.com/idea/eDreams_ODIGEO/6848774616,"SummaryeDreams ODIGEO, S.A. (EDR SM / BME:EDR), (“eDreams”, “the Company”) is the market-leading online travel agency (“OTA”) focused in Europe. The Company is a broken IPO from 2014 whose public ... Read more",eDreams ODIGEO BME:EDR,3.42,$379mn
